product_id,title,description,category,brand,price,size,color,rating
P0161,Casio Watches Product 161,"Casio watches are known for reliability, and this model is no exception. With a clean design and comfortable fit, it’s ideal for long hours of use.",Watches,Casio,8761,Large,Red,4.5
P0162,Skybags Accessories Product 162,"Skybags delivers a well-crafted accessory that fits seamlessly into daily use. It is lightweight, durable, and designed with attention to detail.",Accessories,Skybags,2237,Small,White,3.5
P0163,Samsung Electronics Product 163,"This product from Samsung is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Electronics,Samsung,5153,Small,Black,4.3
P0164,Wildcraft Accessories Product 164,"Wildcraft delivers a well-crafted accessory that fits seamlessly into daily use. It is lightweight, durable, and designed with attention to detail.",Accessories,Wildcraft,2833,Medium,Grey,5
P0165,Skechers Shoes Product 165,"This product from Skechers is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Shoes,Skechers,8380,7,Yellow,3.4
P0166,Sony Electronics Product 166,"This product from Sony is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Electronics,Sony,4385,Large,Blue,4.7
P0167,JBL Electronics Product 167,"This product from JBL is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Electronics,JBL,8949,Medium,Blue,4.4
P0168,Lenskart Glasses Product 168,"This product from Lenskart is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Glasses,Lenskart,5609,Small,Grey,3.3
P0169,Bata Footwear Product 169,"Designed by Bata, this footwear offers a perfect balance of comfort and durability. The blue finish gives it a stylish look, while the fit in size 6 makes it suitable for all-day wear.",Footwear,Bata,7041,6,Blue,4
P0170,Skechers Shoes Product 170,"This product from Skechers is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Shoes,Skechers,1842,10,Green,3.2
P0171,Titan Watches Product 171,This watch from Titan blends classic design with everyday practicality. Its red dial and comfortable small fit make it suitable for both casual and formal wear.,Watches,Titan,8058,Small,Red,3.6
P0172,Titan Watches Product 172,"Titan watches are known for reliability, and this model is no exception. With a clean design and comfortable fit, it’s ideal for long hours of use.",Watches,Titan,7622,Medium,Blue,4.8
P0173,Titan Glasses Product 173,"This product from Titan is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Glasses,Titan,1067,Small,Brown,4.3
P0174,Wildcraft Accessories Product 174,"Built with everyday practicality in mind, this accessory from Wildcraft offers a balanced mix of durability and modern aesthetics.",Accessories,Wildcraft,1078,Medium,Brown,4.3
P0175,Fastrack Glasses Product 175,"This product from Fastrack is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Glasses,Fastrack,8279,Small,White,4.8
P0176,RedTape Footwear Product 176,"Designed by RedTape, this footwear offers a perfect balance of comfort and durability. The brown finish gives it a stylish look, while the fit in size 8 makes it suitable for all-day wear.",Footwear,StrideX,1443,8,Brown,3.5
P0177,Titan Glasses Product 177,"This product from Titan is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Glasses,Titan,4336,Small,Black,3.3
P0178,Sony Electronics Product 178,"This product from Sony is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Electronics,Sony,5402,Medium,White,4.9
P0179,Fastrack Glasses Product 179,"This product from Fastrack is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Glasses,Fastrack,7635,Large,White,4.9
P0180,Titan Watches Product 180,This watch from Titan blends classic design with everyday practicality. Its brown dial and comfortable small fit make it suitable for both casual and formal wear.,Watches,Titan,5028,Small,Brown,4.5
P0181,Adidas Sportswear Product 181,"This product from Adidas is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,Adidas,5889,XS,White,3.8
P0182,Wildcraft Accessories Product 182,"Wildcraft delivers a well-crafted accessory that fits seamlessly into daily use. It is lightweight, durable, and designed with attention to detail.",Accessories,Wildcraft,3998,Medium,Brown,3.4
P0183,RayBan Glasses Product 183,"This product from RayBan is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Glasses,RayBan,6245,Small,Yellow,3.2
P0184,RayBan Glasses Product 184,"This product from RayBan is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Glasses,RayBan,6954,Large,Green,4.7
P0185,Adidas Sportswear Product 185,"This product from Adidas is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,Adidas,5187,XS,Brown,3.2
P0186,Fastrack Glasses Product 186,"This product from Fastrack is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Glasses,Fastrack,3473,Large,Black,3.5
P0187,Woodland Footwear Product 187,"This pair of footwear from Woodland is built for daily use and long walks. It provides reliable grip, breathable comfort, and a premium feel that justifies its price point of ₹7366.",Footwear,Woodland,7366,11,Blue,3.4
P0188,Lenskart Glasses Product 188,"This product from Lenskart is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Glasses,Lenskart,5691,Medium,Blue,4.2
P0189,Boat Electronics Product 189,"This product from Boat is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Electronics,Boat,5375,Medium,Green,4
P0190,Titan Watches Product 190,This watch from Titan blends classic design with everyday practicality. Its yellow dial and comfortable small fit make it suitable for both casual and formal wear.,Watches,Titan,4360,Small,Yellow,4.1
P0191,Boat Electronics Product 191,"This product from Boat is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Electronics,Boat,1636,Medium,Grey,4.6
P0192,Wildcraft Accessories Product 192,"Built with everyday practicality in mind, this accessory from Wildcraft offers a balanced mix of durability and modern aesthetics.",Accessories,Wildcraft,4130,Large,Brown,3.5
P0193,Reebok Shoes Product 193,"This product from Reebok is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Shoes,Reebok,7968,11,Green,3.6
P0194,Casio Watches Product 194,This watch from Casio blends classic design with everyday practicality. Its black dial and comfortable small fit make it suitable for both casual and formal wear.,Watches,Casio,5571,Small,Black,3.5
P0195,Skybags Accessories Product 195,"Skybags delivers a well-crafted accessory that fits seamlessly into daily use. It is lightweight, durable, and designed with attention to detail.",Accessories,Skybags,5204,Large,Grey,4.4
P0196,Reebok Shoes Product 196,"This product from Reebok is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Shoes,Reebok,7574,10,Grey,4.2
P0197,American Tourister Accessories Product 197,"Built with everyday practicality in mind, this accessory from American Tourister offers a balanced mix of durability and modern aesthetics.",Accessories,American Tourister,3854,Small,Yellow,4.2
P0198,Wildcraft Accessories Product 198,"Built with everyday practicality in mind, this accessory from Wildcraft offers a balanced mix of durability and modern aesthetics.",Accessories,Wildcraft,5226,Small,Grey,4.9
P0199,JBL Electronics Product 199,"This product from JBL is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Electronics,JBL,3710,Medium,Red,4.6
P0200,American Tourister Accessories Product 200,This accessory by American Tourister is designed to be both functional and stylish. The white finish and large size make it easy to pair with different outfits.,Accessories,American Tourister,2916,Large,White,3.5
P0201,Wildcraft Accessories Product 201,"Wildcraft delivers a well-crafted accessory that fits seamlessly into daily use. It is lightweight, durable, and designed with attention to detail.",Accessories,Wildcraft,2684,Large,Red,3.4
P0202,Adidas Shoes Product 202,"This product from Adidas is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Shoes,Adidas,7458,8,Black,3.9
P0203,Apple Watches Product 203,"Crafted by Apple, this watch offers accurate timekeeping and a refined look. Designed for daily wear, it adds a subtle touch of elegance without being over-the-top.",Watches,Apple,4276,Large,Green,4.1
P0204,HRX Sportswear Product 204,"This product from HRX is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,HRX,8365,S,Red,3.5
P0205,Wildcraft Accessories Product 205,This accessory by Wildcraft is designed to be both functional and stylish. The grey finish and medium size make it easy to pair with different outfits.,Accessories,Wildcraft,1171,Medium,Grey,3.1
P0206,Titan Watches Product 206,"Titan watches are known for reliability, and this model is no exception. With a clean design and comfortable fit, it’s ideal for long hours of use.",Watches,Titan,8188,Small,Blue,3.3
P0207,Puma Sportswear Product 207,"This product from Puma is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,Puma,1189,M,Green,3.9
P0208,JBL Electronics Product 208,"This product from JBL is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Electronics,JBL,8510,Large,Red,4
P0209,American Tourister Accessories Product 209,"Built with everyday practicality in mind, this accessory from American Tourister offers a balanced mix of durability and modern aesthetics.",Accessories,American Tourister,4651,Medium,Grey,4
P0210,Fastrack Glasses Product 210,"This product from Fastrack is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Glasses,Fastrack,3964,Small,Grey,3.1
P0211,Boat Electronics Product 211,"This product from Boat is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Electronics,Boat,1894,Large,Yellow,4.3
P0212,RedTape Footwear Product 212,"This pair of footwear from RedTape is built for daily use and long walks. It provides reliable grip, breathable comfort, and a premium feel that justifies its price point of ₹7428.",Footwear,StrideX,7428,7,Grey,3.8
P0213,RayBan Glasses Product 213,"This product from RayBan is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Glasses,RayBan,7792,Small,Black,4.9
P0214,Woodland Footwear Product 214,"This pair of footwear from Woodland is built for daily use and long walks. It provides reliable grip, breathable comfort, and a premium feel that justifies its price point of ₹7333.",Footwear,Woodland,7333,8,Yellow,3
P0215,Skybags Accessories Product 215,"Skybags delivers a well-crafted accessory that fits seamlessly into daily use. It is lightweight, durable, and designed with attention to detail.",Accessories,Skybags,5732,Medium,Blue,4.1
P0216,Adidas Sportswear Product 216,"This product from Adidas is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,Adidas,4316,M,Black,4.8
P0217,JBL Electronics Product 217,"This product from JBL is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Electronics,JBL,4170,Medium,Brown,3.4
P0218,Apple Watches Product 218,"Apple watches are known for reliability, and this model is no exception. With a clean design and comfortable fit, it’s ideal for long hours of use.",Watches,Apple,1506,Large,Blue,4.4
P0219,HRX Sportswear Product 219,"This product from HRX is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,HRX,2602,S,Black,4.8
P0220,HRX Sportswear Product 220,"This product from HRX is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,HRX,7143,L,Brown,4
P0221,Titan Glasses Product 221,"This product from Titan is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Glasses,Titan,5715,Large,White,3.1
P0222,Titan Glasses Product 222,"This product from Titan is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Glasses,Titan,4447,Large,Blue,3.7
P0223,Sony Electronics Product 223,"This product from Sony is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Electronics,Sony,2206,Medium,Grey,4.7
P0224,HRX Sportswear Product 224,"This product from HRX is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,HRX,7797,L,Yellow,4.7
P0225,Wildcraft Accessories Product 225,This accessory by Wildcraft is designed to be both functional and stylish. The brown finish and large size make it easy to pair with different outfits.,Accessories,Wildcraft,5934,Large,Brown,3.4
P0226,Fossil Watches Product 226,"Crafted by Fossil, this watch offers accurate timekeeping and a refined look. Designed for daily wear, it adds a subtle touch of elegance without being over-the-top.",Watches,Fossil,2503,Small,Yellow,4.6
P0227,RedTape Footwear Product 227,RedTape brings you footwear that combines rugged build quality with modern design. The red color and ergonomic fit make it a dependable choice for everyday use.,Footwear,StrideX,4787,8,Red,4.7
P0228,Skechers Shoes Product 228,"This product from Skechers is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Shoes,Skechers,3838,9,Yellow,3.2
P0229,Fastrack Glasses Product 229,"This product from Fastrack is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Glasses,Fastrack,7887,Small,Green,3.2
P0230,Woodland Footwear Product 230,"This pair of footwear from Woodland is built for daily use and long walks. It provides reliable grip, breathable comfort, and a premium feel that justifies its price point of ₹5550.",Footwear,Woodland,5550,8,Green,3.8
P0231,Puma Sportswear Product 231,"This product from Puma is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,Puma,1833,L,Grey,4
P0232,Skybags Accessories Product 232,This accessory by Skybags is designed to be both functional and stylish. The blue finish and large size make it easy to pair with different outfits.,Accessories,Skybags,4661,Large,Blue,4.2
P0233,Wildcraft Accessories Product 233,"Wildcraft delivers a well-crafted accessory that fits seamlessly into daily use. It is lightweight, durable, and designed with attention to detail.",Accessories,Wildcraft,2241,Large,Green,4.1
P0234,JBL Electronics Product 234,"This product from JBL is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Electronics,JBL,1716,Small,Grey,3.8
P0235,Adidas Shoes Product 235,"This product from Adidas is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Shoes,Adidas,2249,7,Black,5
P0236,Skybags Accessories Product 236,"Skybags delivers a well-crafted accessory that fits seamlessly into daily use. It is lightweight, durable, and designed with attention to detail.",Accessories,Skybags,4325,Medium,Brown,4.2
P0237,American Tourister Accessories Product 237,This accessory by American Tourister is designed to be both functional and stylish. The white finish and small size make it easy to pair with different outfits.,Accessories,American Tourister,1103,Small,White,4.7
P0238,Campus Footwear Product 238,"Designed by Campus, this footwear offers a perfect balance of comfort and durability. The black finish gives it a stylish look, while the fit in size 9 makes it suitable for all-day wear.",Footwear,Campus,7279,9,Black,4.9
P0239,Titan Watches Product 239,"Crafted by Titan, this watch offers accurate timekeeping and a refined look. Designed for daily wear, it adds a subtle touch of elegance without being over-the-top.",Watches,Titan,7186,Small,White,4
P0240,Adidas Sportswear Product 240,"This product from Adidas is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,Adidas,4341,L,Red,3.9
P0241,Titan Glasses Product 241,"This product from Titan is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Glasses,Titan,5897,Large,Grey,3.1
P0242,Apple Watches Product 242,This watch from Apple blends classic design with everyday practicality. Its brown dial and comfortable large fit make it suitable for both casual and formal wear.,Watches,Apple,6383,Large,Brown,4.9
P0243,Boat Electronics Product 243,"This product from Boat is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Electronics,Boat,4050,Small,Blue,3.9
P0244,Adidas Sportswear Product 244,"This product from Adidas is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,Adidas,8643,XS,Blue,3
P0245,JBL Electronics Product 245,"This product from JBL is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Electronics,JBL,5256,Small,Blue,3.7
P0246,Campus Footwear Product 246,"This pair of footwear from Campus is built for daily use and long walks. It provides reliable grip, breathable comfort, and a premium feel that justifies its price point of ₹4462.",Footwear,Campus,4462,10,Blue,4.1
P0247,Fastrack Glasses Product 247,"This product from Fastrack is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Glasses,Fastrack,8400,Medium,Black,4.2
P0248,Puma Shoes Product 248,"This product from Puma is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Shoes,Puma,6276,11,Yellow,3.1
P0249,Boat Electronics Product 249,"This product from Boat is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Electronics,Boat,3201,Medium,Yellow,3.6
P0250,Puma Sportswear Product 250,"This product from Puma is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,Puma,3975,M,Yellow,3.9
P0251,Puma Sportswear Product 251,"This product from Puma is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,Puma,7059,L,Yellow,4.1
P0252,RedTape Footwear Product 252,RedTape brings you footwear that combines rugged build quality with modern design. The red color and ergonomic fit make it a dependable choice for everyday use.,Footwear,StrideX,4126,7,Red,3.1
P0253,American Tourister Accessories Product 253,"Built with everyday practicality in mind, this accessory from American Tourister offers a balanced mix of durability and modern aesthetics.",Accessories,American Tourister,8461,Small,Grey,3.9
P0254,Adidas Shoes Product 254,"This product from Adidas is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Shoes,Adidas,5290,6,Green,3.7
P0255,Skybags Accessories Product 255,"Built with everyday practicality in mind, this accessory from Skybags offers a balanced mix of durability and modern aesthetics.",Accessories,Skybags,1571,Medium,Blue,4.9
P0256,Titan Glasses Product 256,"This product from Titan is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Glasses,Titan,5162,Large,Yellow,3.9
P0257,Reebok Shoes Product 257,"This product from Reebok is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Shoes,Reebok,4947,6,Yellow,3.8
P0258,Nike Sportswear Product 258,"This product from Nike is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,Nike,7186,XL,Brown,4.6
P0259,American Tourister Accessories Product 259,"Built with everyday practicality in mind, this accessory from American Tourister offers a balanced mix of durability and modern aesthetics.",Accessories,American Tourister,2786,Small,Brown,3.2
P0260,RayBan Glasses Product 260,"This product from RayBan is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Glasses,RayBan,5415,Small,Grey,3.6
P0261,Lenskart Glasses Product 261,"This product from Lenskart is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Glasses,Lenskart,2486,Medium,Grey,4.3
P0262,American Tourister Accessories Product 262,"Built with everyday practicality in mind, this accessory from American Tourister offers a balanced mix of durability and modern aesthetics.",Accessories,American Tourister,6604,Medium,Brown,3.9
P0263,Boat Electronics Product 263,"This product from Boat is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Electronics,Boat,4411,Medium,Red,3.9
P0264,Reebok Shoes Product 264,"This product from Reebok is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Shoes,Reebok,2624,10,Black,4
P0265,Lenskart Glasses Product 265,"This product from Lenskart is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Glasses,Lenskart,7088,Large,Blue,4
P0266,JBL Electronics Product 266,"This product from JBL is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Electronics,JBL,6320,Large,Green,3.3
P0267,Fastrack Glasses Product 267,"This product from Fastrack is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Glasses,Fastrack,4517,Large,Red,3.1
P0268,Adidas Shoes Product 268,"This product from Adidas is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Shoes,Adidas,8880,11,Brown,4.7
P0269,Adidas Shoes Product 269,"This product from Adidas is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Shoes,Adidas,7901,11,Red,3.9
P0270,Titan Watches Product 270,"Titan watches are known for reliability, and this model is no exception. With a clean design and comfortable fit, it’s ideal for long hours of use.",Watches,Titan,5992,Large,Red,3.5
P0271,Samsung Electronics Product 271,"This product from Samsung is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Electronics,Samsung,7766,Medium,Green,3.3
P0272,Fossil Watches Product 272,This watch from Fossil blends classic design with everyday practicality. Its red dial and comfortable medium fit make it suitable for both casual and formal wear.,Watches,Fossil,5414,Medium,Red,3.5
P0273,Sony Electronics Product 273,"This product from Sony is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Electronics,Sony,6253,Large,Black,4.3
P0274,Bata Footwear Product 274,Bata brings you footwear that combines rugged build quality with modern design. The black color and ergonomic fit make it a dependable choice for everyday use.,Footwear,Bata,7346,8,Black,4.4
P0275,RedTape Footwear Product 275,RedTape brings you footwear that combines rugged build quality with modern design. The white color and ergonomic fit make it a dependable choice for everyday use.,Footwear,StrideX,3719,7,White,4.5
P0276,Nike Shoes Product 276,"This product from Nike is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Shoes,Nike,1579,11,Green,4.3
P0277,Puma Shoes Product 277,"This product from Puma is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Shoes,Puma,3113,8,Green,5
P0278,Puma Sportswear Product 278,"This product from Puma is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,Puma,1581,L,White,4
P0279,Adidas Shoes Product 279,"This product from Adidas is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Shoes,Adidas,1979,11,Red,5
P0280,Adidas Sportswear Product 280,"This product from Adidas is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,Adidas,2172,XL,Grey,3.8
P0281,Skechers Shoes Product 281,"This product from Skechers is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Shoes,Skechers,5356,10,Yellow,4.2
P0282,Woodland Footwear Product 282,"Designed by Woodland, this footwear offers a perfect balance of comfort and durability. The grey finish gives it a stylish look, while the fit in size 7 makes it suitable for all-day wear.",Footwear,Woodland,5629,7,Grey,4.8
P0283,Wildcraft Accessories Product 283,This accessory by Wildcraft is designed to be both functional and stylish. The blue finish and large size make it easy to pair with different outfits.,Accessories,Wildcraft,5594,Large,Blue,4.9
P0284,Campus Footwear Product 284,"This pair of footwear from Campus is built for daily use and long walks. It provides reliable grip, breathable comfort, and a premium feel that justifies its price point of ₹8629.",Footwear,Campus,8629,7,White,4.5
P0285,Samsung Electronics Product 285,"This product from Samsung is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Electronics,Samsung,4211,Small,Green,4.4
P0286,Nike Shoes Product 286,"This product from Nike is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Shoes,Nike,8468,7,Black,4.2
P0287,HRX Sportswear Product 287,"This product from HRX is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,HRX,1366,XL,Yellow,4.2
P0288,Skybags Accessories Product 288,"Built with everyday practicality in mind, this accessory from Skybags offers a balanced mix of durability and modern aesthetics.",Accessories,Skybags,7794,Medium,Red,4.8
P0289,Apple Watches Product 289,"Apple watches are known for reliability, and this model is no exception. With a clean design and comfortable fit, it’s ideal for long hours of use.",Watches,Apple,4963,Medium,White,3
P0290,Bata Footwear Product 290,"This pair of footwear from Bata is built for daily use and long walks. It provides reliable grip, breathable comfort, and a premium feel that justifies its price point of ₹7308.",Footwear,Bata,7308,6,Blue,3.7
P0291,Fossil Watches Product 291,"Crafted by Fossil, this watch offers accurate timekeeping and a refined look. Designed for daily wear, it adds a subtle touch of elegance without being over-the-top.",Watches,Fossil,7702,Medium,White,4.3
P0292,Puma Sportswear Product 292,"This product from Puma is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,Puma,3988,M,Green,3.4
P0293,Campus Footwear Product 293,"Designed by Campus, this footwear offers a perfect balance of comfort and durability. The blue finish gives it a stylish look, while the fit in size 10 makes it suitable for all-day wear.",Footwear,Campus,7415,10,Blue,3.8
P0294,Woodland Footwear Product 294,Woodland brings you footwear that combines rugged build quality with modern design. The blue color and ergonomic fit make it a dependable choice for everyday use.,Footwear,Woodland,3932,6,Blue,3.2
P0295,Casio Watches Product 295,This watch from Casio blends classic design with everyday practicality. Its yellow dial and comfortable large fit make it suitable for both casual and formal wear.,Watches,Casio,1721,Large,Yellow,4.3
P0296,Lenskart Glasses Product 296,"This product from Lenskart is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Glasses,Lenskart,4115,Medium,Red,4.2
P0297,Reebok Shoes Product 297,"This product from Reebok is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Shoes,Reebok,3446,11,Brown,4.4
P0298,Puma Sportswear Product 298,"This product from Puma is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,Puma,8046,L,White,4.7
P0299,Fastrack Glasses Product 299,"This product from Fastrack is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Glasses,Fastrack,6469,Medium,Grey,4.2
P0300,RedTape Footwear Product 300,RedTape brings you footwear that combines rugged build quality with modern design. The blue color and ergonomic fit make it a dependable choice for everyday use.,Footwear,StrideX,2955,7,Blue,3.9
P0301,Puma Sportswear Product 301,"This product from Puma is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,Puma,1941,L,Green,3.8
P0302,Lenskart Glasses Product 302,"This product from Lenskart is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Glasses,Lenskart,3162,Small,Brown,4.1
P0303,Puma Sportswear Product 303,"This product from Puma is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,Puma,6140,XS,Grey,4.4
P0304,Apple Watches Product 304,"Crafted by Apple, this watch offers accurate timekeeping and a refined look. Designed for daily wear, it adds a subtle touch of elegance without being over-the-top.",Watches,Apple,1999,Small,Green,3.1
P0305,Fastrack Glasses Product 305,"This product from Fastrack is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Glasses,Fastrack,6964,Large,Blue,3.5
P0306,Skechers Shoes Product 306,"This product from Skechers is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Shoes,Skechers,7094,8,Green,4.6
P0307,Reebok Shoes Product 307,"This product from Reebok is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Shoes,Reebok,8432,6,Brown,4.1
P0308,Titan Glasses Product 308,"This product from Titan is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Glasses,Titan,7356,Large,Black,3.7
P0309,Wildcraft Accessories Product 309,"Wildcraft delivers a well-crafted accessory that fits seamlessly into daily use. It is lightweight, durable, and designed with attention to detail.",Accessories,Wildcraft,6527,Small,Brown,4.7
P0310,Fossil Watches Product 310,"Crafted by Fossil, this watch offers accurate timekeeping and a refined look. Designed for daily wear, it adds a subtle touch of elegance without being over-the-top.",Watches,Fossil,8281,Medium,Black,4.7
P0311,Nike Shoes Product 311,"This product from Nike is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Shoes,Nike,7214,11,Blue,4.8
P0312,Nike Sportswear Product 312,"This product from Nike is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,Nike,3485,XS,Blue,4.9
P0313,Woodland Footwear Product 313,Woodland brings you footwear that combines rugged build quality with modern design. The brown color and ergonomic fit make it a dependable choice for everyday use.,Footwear,Woodland,8988,9,Brown,3.8
P0314,Nike Sportswear Product 314,"This product from Nike is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,Nike,1299,XL,Brown,4.6
P0315,Lenskart Glasses Product 315,"This product from Lenskart is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Glasses,Lenskart,6775,Medium,Red,4.4
P0316,Reebok Shoes Product 316,"This product from Reebok is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Shoes,Reebok,3817,11,Blue,4.4
P0317,HRX Sportswear Product 317,"This product from HRX is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,HRX,1996,XL,Brown,3.7
P0318,Fossil Watches Product 318,"Fossil watches are known for reliability, and this model is no exception. With a clean design and comfortable fit, it’s ideal for long hours of use.",Watches,Fossil,4590,Small,Black,3.5
P0319,Boat Electronics Product 319,"This product from Boat is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Electronics,Boat,6745,Medium,Black,3.5
P0320,Apple Watches Product 320,"Apple watches are known for reliability, and this model is no exception. With a clean design and comfortable fit, it’s ideal for long hours of use.",Watches,Apple,8310,Small,Blue,4.4
P0321,Sony Electronics Product 321,"This product from Sony is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Electronics,Sony,6132,Large,White,4.7
